# doc_id: p1074_35556038062691
# work_id: 
# title: San Jose community development block grant 3-year plan, July 1978-June 1981 : environmental impact statement.
# pass: reveal
# source: run_manifest.json
# artifact_stage: v1
# grade options: correct|minor_issue|wrong|cant_tell
# REVEAL PASS (MCAL_PLAN 7 Q5). critic_verdict, critic_failure_tag and critic_notes are shown for META-ANALYSIS ONLY. Fill this sheet only after the blind pass is complete. The Critic's notes are in critic_notes; your_notes is yours.
# page numbers are EXACT (from per-page JSON source).
# quote_verified: yes = quote located on the cited page +/-2 (OCR-normalized, mcal/quote_check.py); mixed = partially supported; no = not located.
# your_failure_tag: one tag from the tags[<field>] line below matching this row's field, or blank if your_grade is 'correct'. Leave blank rather than guessing -- an untagged defect is a signal that the taxonomy needs a new code.
# soi_useful (yes|no): fill ONCE, on the summary_of_interest row. Did summary_of_interest tell you something the standard summary.* fields did not? An empty summary_of_interest is a correct result for a routine document, so 'no' on an empty list is not a criticism of the field.
# extracted_value and quote are NOT truncated (MCAL_PLAN 6 acceptance item 4: gradable without opening another file).
# tags[title]: T04_undefined_acronym
# tags[year]: T11_year_ocr_error
# tags[eis_type]: T12_eis_type_confused_with_rod
# tags[lead_agency]: T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator
# tags[summary.overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.project_description]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.affected_community]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.alternatives_overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.environmental_impact]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.public_response]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary_of_interest]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T17_manufactured_salience, T18_salience_duplicates_summary, T19_scope_qualifier_dropped
# tags[alternatives]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T10_alternatives_chapter_missed
# tags[themes]: T03_outside_text_fabrication, T04_undefined_acronym
# tags[location]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T06_geocode_missing, T07_geocode_wrong_specificity, T08_scope_misclassified_national, T09_multi_site_partial_geocode, T14_regional_scope_underspecified
# tags[key_people]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator, T13_pre_1978_nepa_format, T20_role_bucket_underpopulated

field,extracted_value,quote,source_pages,quote_verified,critic_verdict,critic_failure_tag,critic_notes,model_confidence,your_grade,your_failure_tag,your_notes,soi_useful
location.places[3],"{""name"": ""Backesto Park"", ""admin_hierarchy"": {""poi"": ""Backesto Park"", ""neighborhood"": null, ""city"": ""San Jose"", ""county"": null, ""state"": ""California"", ""country"": null}, ""role"": ""primary""}",[no page cited] [NO] The recommended improvements to Backesto Park include the construction of a shelter-type recreation building,,no,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
location.places[4],"{""name"": ""Alma Neighborhood Center"", ""admin_hierarchy"": {""poi"": ""Alma Neighborhood Center"", ""neighborhood"": null, ""city"": ""San Jose"", ""county"": null, ""state"": ""California"", ""country"": null}, ""role"": ""primary""}",[p.5] Page 83. Discussion of Alma Neighborhood Center under Public Facilities.,5,yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
location.places[5],"{""name"": ""Plata Arroyo Park"", ""admin_hierarchy"": {""poi"": ""Plata Arroyo Park"", ""neighborhood"": null, ""city"": ""San Jose"", ""county"": null, ""state"": ""California"", ""country"": null}, ""role"": ""primary""}",[p.5] No EIR has been prepared on the development of Plata Arroyo Park.,5,yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
location.places[6],"{""name"": ""Gardner CNRA"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": ""Gardner"", ""city"": ""San Jose"", ""county"": null, ""state"": ""California"", ""country"": null}, ""role"": ""primary""}",[p.24] These minor impacts would occur during construction of street and sewer improvements taking place in the Gardner and Alviso CNRA's.,24,yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
location.places[7],"{""name"": ""Alviso CNRA"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": ""Alviso"", ""city"": ""San Jose"", ""county"": null, ""state"": ""California"", ""country"": null}, ""role"": ""primary""}",[p.15] Consultation with a qualified archaeologist should precede all excavations for sewer lines and building foundations in the Alviso/CNRA,15,yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
location.places[8],"{""name"": ""Alma CNRA"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": ""Alma"", ""city"": ""San Jose"", ""county"": null, ""state"": ""California"", ""country"": null}, ""role"": ""primary""}","[p.27] Page 98, D. Flora and Fauna, Alma CNRA",27,yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
location.places[9],"{""name"": ""Alum Rock"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": ""Alum Rock"", ""city"": ""San Jose"", ""county"": null, ""state"": ""California"", ""country"": null}, ""role"": ""primary""}",[p.21] The principal freeways serving the Alum Rock and Central Planning areas are U.S. 101 and Interstate 280 and 680.,21,yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
location.places[10],"{""name"": ""County of San Diego"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": ""San Diego"", ""state"": ""California"", ""country"": null}, ""role"": ""reference""}",[p.7] MEMORANDUM OF UNDERSTANDING RE: COUNTY OF SAN DIEGO Application for Federal Assistance under the Community Development Block Grant Program,7,yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
location.places[11],"{""name"": ""Bay Area"", ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": null, ""county"": null, ""state"": ""California"", ""country"": null}, ""role"": ""reference""}","[p.12] the Bay Area has been designated as a nonattainment area for CO, and O.",12,yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
location.summary,"{""is_multi_site"": true, ""geocoded"": [{""lat"": 37.357471, ""lon"": -121.906084, ""bbox"": [-121.906134, 37.357421, -121.906034, 37.357521], ""source"": ""nominatim"", ""confidence"": 0.664, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": ""Santa Clara County"", ""state"": ""California"", ""country"": ""United States""}, ""level"": ""poi"", ""query"": ""City of San Jose, San Jose, California"", ""matched_name"": ""Diocese of San José Chancery Office, 1150, North 1st Street, Japantown, San Jose, Santa Clara County, California, 95112, United States"", ""bbox_synthetic"": false, ""importance"": 0.429, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""poi"", ""acceptance_reason"": ""poi_city_matches_document_city"", ""site_name"": ""City of San Jose"", ""role"": ""primary""}, {""lat"": 37.426051, ""lon"": -121.975237, ""bbox"": [-122.046227, 37.411756, -121.923585, 37.469148], ""source"": ""nominatim"", ""confidence"": 0.601, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": ""Santa Clara County"", ""state"": ""California"", ""country"": ""United States""}, ""level"": ""poi"", ""query"": ""Alviso, San Jose, California"", ""matched_name"": ""Alviso, San Jose, Santa Clara County, California, 95002, United States"", ""bbox_synthetic"": false, ""importance"": 0.303, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""poi"", ""acceptance_reason"": ""poi_city_matches_document_city"", ""site_name"": ""Alviso"", ""role"": ""primary""}, {""lat"": 37.334337, ""lon"": -121.866329, ""bbox"": [-121.868234, 37.331165, -121.865169, 37.338101], ""source"": ""nominatim"", ""confidence"": 0.49, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": ""Santa Clara County"", ""state"": ""California"", ""country"": ""United States""}, ""level"": ""neighborhood"", ""query"": ""Olinder, San Jose, California"", ""matched_name"": ""Selma Olinder Park, Little Portugal, San Jose, Santa Clara County, California, United States"", ""bbox_synthetic"": false, ""importance"": 0.08, ""confident"": false, ""stack"": ""reduced"", ""accepted_level"": ""neighborhood"", ""acceptance_reason"": ""bbox_contained_in_city"", ""failed_containment_checks"": [], ""site_name"": ""Olinder neighborhood"", ""role"": ""primary""}, {""lat"": 37.352483, ""lon"": -121.884607, ""bbox"": [-121.886017, 37.350828, -121.882818, 37.353648], ""source"": ""nominatim"", ""confidence"": 0.572, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": ""Santa Clara County"", ""state"": ""California"", ""country"": ""United States""}, ""level"": ""poi"", ""query"": ""Backesto Park, San Jose, California"", ""matched_name"": ""Backesto Park, Luna Park, San Jose, Santa Clara County, California, United States"", ""bbox_synthetic"": false, ""importance"": 0.243, ""confident"": false, ""stack"": ""reduced"", ""accepted_level"": ""poi"", ""acceptance_reason"": ""poi_city_matches_document_city"", ""site_name"": ""Backesto Park"", ""role"": ""primary""}, {""lat"": 37.336166, ""lon"": -121.890591, ""bbox"": [-122.046227, 37.12316, -121.585844, 37.469148], ""source"": ""nominatim"", ""confidence"": 0.791, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": ""Santa Clara County"", ""state"": ""California"", ""country"": ""United States""}, ""level"": ""city"", ""query"": ""San Jose, California"", ""matched_name"": ""San Jose, Santa Clara County, California, United States"", ""bbox_synthetic"": false, ""importance"": 0.681, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""city"", ""acceptance_reason"": ""bbox_contained_in_state"", ""failed_containment_checks"": [], ""site_name"": ""Alma Neighborhood Center"", ""role"": ""primary""}, {""lat"": 37.357125, ""lon"": -121.858632, ""bbox"": [-121.860466, 37.35624, -121.855697, 37.358012], ""source"": ""nominatim"", ""confidence"": 0.49, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": ""Santa Clara County"", ""state"": ""California"", ""country"": ""United States""}, ""level"": ""poi"", ""query"": ""Plata Arroyo Park, San Jose, California"", ""matched_name"": ""Plata Arroyo Park, Little Portugal, San Jose, Santa Clara County, California, 95116, United States"", ""bbox_synthetic"": false, ""importance"": 0.08, ""confident"": false, ""stack"": ""reduced"", ""accepted_level"": ""poi"", ""acceptance_reason"": ""poi_city_matches_document_city"", ""site_name"": ""Plata Arroyo Park"", ""role"": ""primary""}, {""lat"": 37.303341, ""lon"": -121.922272, ""bbox"": [-121.932272, 37.293341, -121.912272, 37.313341], ""source"": ""nominatim"", ""confidence"": 0.49, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": ""Santa Clara County"", ""state"": ""California"", ""country"": ""United States""}, ""level"": ""neighborhood"", ""query"": ""Gardner, San Jose, California"", ""matched_name"": ""Gardner, Dry Creek, San Jose, Santa Clara County, California, 95128, United States"", ""bbox_synthetic"": false, ""importance"": 0.08, ""confident"": false, ""stack"": ""reduced"", ""accepted_level"": ""neighborhood"", ""acceptance_reason"": ""bbox_contained_in_city"", ""failed_containment_checks"": [], ""site_name"": ""Gardner CNRA"", ""role"": ""primary""}, {""lat"": 37.426051, ""lon"": -121.975237, ""bbox"": [-122.046227, 37.411756, -121.923585, 37.469148], ""source"": ""nominatim"", ""confidence"": 0.601, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": ""Santa Clara County"", ""state"": ""California"", ""country"": ""United States""}, ""level"": ""neighborhood"", ""query"": ""Alviso, San Jose, California"", ""matched_name"": ""Alviso, San Jose, Santa Clara County, California, 95002, United States"", ""bbox_synthetic"": false, ""importance"": 0.303, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""neighborhood"", ""acceptance_reason"": ""bbox_contained_in_city"", ""failed_containment_checks"": [], ""site_name"": ""Alviso CNRA"", ""role"": ""primary""}, {""lat"": 37.314638, ""lon"": -121.876511, ""bbox"": [-121.876627, 37.314559, -121.876396, 37.314717], ""source"": ""nominatim"", ""confidence"": 0.477, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": ""Santa Clara County"", ""state"": ""California"", ""country"": ""United States""}, ""level"": ""neighborhood"", ""query"": ""Alma, San Jose, California"", ""matched_name"": ""West Alma Avenue, San Jose, Santa Clara County, California, 95172, United States"", ""bbox_synthetic"": false, ""importance"": 0.053, ""confident"": false, ""stack"": ""reduced"", ""accepted_level"": ""neighborhood"", ""acceptance_reason"": ""bbox_contained_in_city"", ""failed_containment_checks"": [], ""site_name"": ""Alma CNRA"", ""role"": ""primary""}, {""lat"": 37.369642, ""lon"": -121.824366, ""bbox"": [-121.842074, 37.354256, -121.812157, 37.381351], ""source"": ""nominatim"", ""confidence"": 0.658, ""admin_hierarchy"": {""poi"": null, ""neighborhood"": null, ""city"": ""San Jose"", ""county"": ""Santa Clara County"", ""state"": ""California"", ""country"": ""United States""}, ""level"": ""neighborhood"", ""query"": ""Alum Rock, San Jose, California"", ""matched_name"": ""Alum Rock, San Jose, Santa Clara County, California, United States"", ""bbox_synthetic"": false, ""importance"": 0.417, ""confident"": true, ""stack"": ""reduced"", ""accepted_level"": ""neighborhood"", ""acceptance_reason"": ""bbox_contained_in_city"", ""failed_containment_checks"": [], ""site_name"": ""Alum Rock"", ""role"": ""primary""}], ""scope"": ""site"", ""textual_location"": ""Santa Clara County"", ""corridor"": false}","[p.1, 5, 6, 7, 12, 15, 21, 24, 27] COMMUNITY DEVELOPMENT BLOCK GRANT THREE YEAR PLAN JULY 1978 - JUNE 1981 June 1, 1978 CITY OF SAN JOSE 801 NO. 1ST STREET SAN JOSE, CA 95110","1, 5, 6, 7, 12, 15, 21, 24, 27 (field-level)",yes,HUMAN_REVIEW,T07_geocode_wrong_specificity,"The geocode for 'Alma Neighborhood Center' resolved only to the city of San Jose (city-level, bbox spanning the entire city) rather than to the specific facility. The matched_name is 'San Jose, Santa Clara County, California' — this is too coarse for a named facility. All other geocodes appear appropriately specific (neighborhood or POI level). The Backesto Park evidence quote was flagged as unver; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.600,,,,
key_people.agency_preparers[0],"{""name"": ""James L. Goggin"", ""role"": ""Preparer/Contact for EIR"", ""organization"": ""David J. Powers and Associates"", ""bucket"": ""agency_preparers""}","[p.6] Mr. James L. Goggin David J. Powers and Associates 1530 The Alameda, Suite 200 San Jose, CA 95126",6,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.cooperating_agencies,,"[p.4, 5, 6, 10, 15, 35, 41, 98, 152, 173] Mr. James L. Goggin David J. Powers and Associates 1530 The Alameda, Suite 200 San Jose, CA 95126","4, 5, 6, 10, 15, 35, 41, 98, 152, 173 (field-level)",yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[0],"{""name"": ""Arthur Ogilvie, Ph,D."", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}","[p.173] Arthur Ogilvie, Ph,D.",173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[1],"{""name"": ""Beth Perlmutter"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Beth Perlmutter,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[2],"{""name"": ""Attendance Division"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Attendance Division,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[3],"{""name"": ""Bob Shields"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Bob Shields,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[4],"{""name"": ""Gary Thompson"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Gary Thompson,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[5],"{""name"": ""Hugh Baker"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.4] Hugh Baker,4,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[6],"{""name"": ""Shirley Harris"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Shirley Harris,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[7],"{""name"": ""Margaret Cohen"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.10] Margaret Cohen,10,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[8],"{""name"": ""Bonnie Bamberg"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Bonnie Bamberg,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[9],"{""name"": ""Kathy Kaiser"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Kathy Kaiser,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[10],"{""name"": ""Dennis Korbiak"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Dennis Korbiak,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[11],"{""name"": ""Norman LaPointe"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Norman LaPointe,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[12],"{""name"": ""Howard Overhouse"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Howard Overhouse,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[13],"{""name"": ""Ed Lukus"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Ed Lukus,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[14],"{""name"": ""Orville Welsh"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.173] Orville Welsh,173,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
key_people.consulted_entities[15],"{""name"": ""Martin Sawa"", ""bucket"": ""consulted_entities"", ""role"": ""consulted_agency""}",[p.5] Martin Sawa,5,yes,HUMAN_REVIEW,T01_missing_citation,"The EPA (United States Environmental Protection Agency, Region IX) public_commenters entry has source_pages: [] — an empty citation array. The supporting quote appears on page 16 of the document (within the Response to Comments section), but that page is not cited in the evidence array. The extraction pipeline itself flagged this as unverified. All other entries appear well-supported.; gate_reason=critic_verdict; gated_to_human=true",composite=0.400,,,,
