# doc_id: p1074_35556036861656
# work_id: 
# title: Motor carrier commercial zones and terminal areas : environmental impact statement.
# pass: reveal
# source: run_manifest.json
# artifact_stage: v1
# grade options: correct|minor_issue|wrong|cant_tell
# REVEAL PASS (MCAL_PLAN 7 Q5). critic_verdict, critic_failure_tag and critic_notes are shown for META-ANALYSIS ONLY. Fill this sheet only after the blind pass is complete. The Critic's notes are in critic_notes; your_notes is yours.
# page numbers are EXACT (from per-page JSON source).
# quote_verified: yes = quote located on the cited page +/-2 (OCR-normalized, mcal/quote_check.py); mixed = partially supported; no = not located.
# your_failure_tag: one tag from the tags[<field>] line below matching this row's field, or blank if your_grade is 'correct'. Leave blank rather than guessing -- an untagged defect is a signal that the taxonomy needs a new code.
# soi_useful (yes|no): fill ONCE, on the summary_of_interest row. Did summary_of_interest tell you something the standard summary.* fields did not? An empty summary_of_interest is a correct result for a routine document, so 'no' on an empty list is not a criticism of the field.
# extracted_value and quote are NOT truncated (MCAL_PLAN 6 acceptance item 4: gradable without opening another file).
# tags[title]: T04_undefined_acronym
# tags[year]: T11_year_ocr_error
# tags[eis_type]: T12_eis_type_confused_with_rod
# tags[lead_agency]: T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator
# tags[summary.overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.project_description]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.affected_community]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.alternatives_overview]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.environmental_impact]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary.public_response]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T19_scope_qualifier_dropped
# tags[summary_of_interest]: T01_missing_citation, T02_numeric_hallucination, T03_outside_text_fabrication, T04_undefined_acronym, T15_jargon_without_gloss, T16_abstract_when_concrete_available, T17_manufactured_salience, T18_salience_duplicates_summary, T19_scope_qualifier_dropped
# tags[alternatives]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T10_alternatives_chapter_missed
# tags[themes]: T03_outside_text_fabrication, T04_undefined_acronym
# tags[location]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T06_geocode_missing, T07_geocode_wrong_specificity, T08_scope_misclassified_national, T09_multi_site_partial_geocode, T14_regional_scope_underspecified
# tags[key_people]: T01_missing_citation, T03_outside_text_fabrication, T04_undefined_acronym, T05_commenter_mislabeled_as_cooperator, T13_pre_1978_nepa_format, T20_role_bucket_underpopulated

field,extracted_value,quote,source_pages,quote_verified,critic_verdict,critic_failure_tag,critic_notes,model_confidence,your_grade,your_failure_tag,your_notes,soi_useful
alternatives[5],"{""name"": ""Use of SMSAs or SCSAs"", ""description"": ""Define commercial zones using Standard Metropolitan Statistical Areas or Standard Consolidated Statistical Areas instead of a population-mileage formula, relying on existing federally defined economic and social integration boundaries.""}","[p.189] As an alternative to the population-mileage formula, it has been suggested that the Commission utilize SMSA's and SCSA's to define commercial zones.",189,yes,HUMAN_REVIEW,T04_undefined_acronym,"The acronyms SMSA (Standard Metropolitan Statistical Area) and SCSA (Standard Consolidated Statistical Area) are used in the extracted value without expansion on first use within the field itself. The document does expand them on page 189, but the extracted value's description for 'Use of SMSAs or SCSAs' uses the acronyms without defining them inline. All other claims are well-supported by the cit; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=0.850,,,,
themes,"{""themes"": [""Transportation Infrastructure"", ""Governance and Institutional Control""], ""subthemes"": [""Mobility Networks and Connectivity"", ""Infrastructure Impacts on Landscapes"", ""Environmental Regulation and Policy"", ""Institutional Power and Resource Management""]}","[p.1, 53, 202] This rulemaking has been initiated to reexamine the exemptions from Federal economic regulation embodied in sections 203(b)(8) and 202(c) of the Interstate Commerce Act.","1, 53, 202",yes,HUMAN_REVIEW,,"The document is an ICC rulemaking proceeding about commercial zones and terminal areas for motor carriers and freight forwarders. 'Transportation Infrastructure' with subthemes 'Mobility Networks and Connectivity' and 'Infrastructure Impacts on Landscapes' is supported by the document's focus on commercial zone boundaries, transportation networks, and urban development patterns. 'Governance and In; gate_reason=bucket_degenerate_severe; gated_to_human=true",composite=1.000,,,,
location,"{""places"": [], ""is_multi_site"": false, ""geocoded"": [], ""scope"": ""national"", ""textual_location"": ""national"", ""corridor"": false}",,,,HUMAN_REVIEW,T01_missing_citation,"No pages were cited and no evidence was provided. The scope=national with empty geocoded list would normally be a PASS under the Fuel Economy rule, but that rule requires the national scope to be supported by the document. Without any cited pages, the national classification cannot be verified. RE_EXTRACT to obtain a citation supporting the national scope determination.; evidence_quote_null_consistent_with_RE_EXTRACT; gate_reason=reduced_geocoder_stack; gated_to_human=true",composite=0.150,,,,
key_people.agency_preparers,,"[p.192, 193, 195, 196] has indicated a lack of objection to the action, but suggests more information be supplied concerning the air quality impacts of the proposed expansion of commercial zones.","192, 193, 195, 196 (field-level)",yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.cooperating_agencies,,"[p.192, 193, 195, 196] has indicated a lack of objection to the action, but suggests more information be supplied concerning the air quality impacts of the proposed expansion of commercial zones.","192, 193, 195, 196 (field-level)",yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.consulted_entities,,"[p.192, 193, 195, 196] has indicated a lack of objection to the action, but suggests more information be supplied concerning the air quality impacts of the proposed expansion of commercial zones.","192, 193, 195, 196 (field-level)",yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[0],"{""name"": ""Environmental Protection Agency"", ""bucket"": ""public_commenters"", ""kind"": ""official"", ""affiliation"": null, ""stance"": ""conditional"", ""capacity"": {""capacity"": ""non_private"", ""basis"": ""entity_name_is_an_organization"", ""non_private_cues"": [""org:agency""], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": false}, ""human_review"": false, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}","[p.192] has indicated a lack of objection to the action, but suggests more information be supplied concerning the air quality impacts of the proposed expansion of commercial zones.",192,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[1],"{""name"": ""Department of the Interior"", ""bucket"": ""public_commenters"", ""kind"": ""official"", ""affiliation"": null, ""stance"": ""neutral"", ""capacity"": {""capacity"": ""non_private"", ""basis"": ""entity_name_is_an_organization"", ""non_private_cues"": [""org:department of""], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": false}, ""human_review"": false, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}",[p.192] has reviewed the statement in its areas of jurisdiction and expertise and has no comments to offer.,192,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[2],"{""name"": ""Port Everglades Authority"", ""bucket"": ""public_commenters"", ""kind"": ""organization"", ""affiliation"": null, ""stance"": ""support"", ""capacity"": {""capacity"": ""non_private"", ""basis"": ""entity_name_is_an_organization"", ""non_private_cues"": [""org:authority""], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": false}, ""human_review"": false, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}",[p.192] urges the Commission to adopt the alternative which would expand the population-mileage formula for cities with physical limitations.,192,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[3],"{""name"": ""Jones Transfer Company"", ""bucket"": ""public_commenters"", ""kind"": ""organization"", ""affiliation"": null, ""stance"": ""oppose"", ""capacity"": {""capacity"": ""non_private"", ""basis"": ""entity_name_is_an_organization"", ""non_private_cues"": [""org:company""], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": false}, ""human_review"": false, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}",[p.192] The draft statement is incorrect in stating that there will be a beneficial environmental effect from a decrease in interlining.,192,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[4],"{""name"": ""La Porte Transit"", ""bucket"": ""public_commenters"", ""kind"": ""organization"", ""affiliation"": null, ""stance"": ""oppose"", ""capacity"": {""capacity"": ""non_private"", ""basis"": ""institutional_identification_in_cited_passage"", ""non_private_cues"": [""org:company""], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": false}, ""human_review"": false, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}",[p.192] The draft statement is incorrect in stating that there will be a beneficial environmental effect from a decrease in interlining.,192,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[5],"{""name"": ""Garment Truckmen Assoc. of New Jersey"", ""bucket"": ""public_commenters"", ""kind"": ""organization"", ""affiliation"": null, ""stance"": ""oppose"", ""capacity"": {""capacity"": ""non_private"", ""basis"": ""entity_name_is_an_organization"", ""non_private_cues"": [""org:name_shape""], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": false}, ""human_review"": false, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}",[p.192] The draft statement is incorrect in stating that there will be a beneficial environmental effect from a decrease in interlining.,192,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[6],"{""name"": ""Blue and Gray Transportation"", ""bucket"": ""public_commenters"", ""kind"": ""organization"", ""affiliation"": null, ""stance"": ""oppose"", ""capacity"": {""capacity"": ""non_private"", ""basis"": ""entity_name_is_an_organization"", ""non_private_cues"": [""org:name_shape""], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": false}, ""human_review"": false, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}",[p.192] The draft statement is incorrect in stating that there will be a beneficial environmental effect from a decrease in interlining.,192,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[7],"{""name"": ""Lakeville Motor Express"", ""bucket"": ""public_commenters"", ""kind"": ""organization"", ""affiliation"": null, ""stance"": ""oppose"", ""capacity"": {""capacity"": ""private"", ""basis"": ""no_institutional_identification_in_cited_passage"", ""non_private_cues"": [], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": true}, ""human_review"": true, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}",[p.192] Expansion of the population-mileage formula will encourage urban sprawl.,192,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[8],"{""name"": ""A-C Berwick"", ""bucket"": ""public_commenters"", ""kind"": ""organization"", ""affiliation"": null, ""stance"": ""oppose"", ""capacity"": {""capacity"": ""private"", ""basis"": ""no_institutional_identification_in_cited_passage"", ""non_private_cues"": [], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": true}, ""human_review"": true, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}",[p.195] Reliance upon population statistics is not a useful tool for determining a commercial zone formula.,195,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[9],"{""name"": ""Short Haul Survival Committee"", ""bucket"": ""public_commenters"", ""kind"": ""organization"", ""affiliation"": null, ""stance"": ""oppose"", ""capacity"": {""capacity"": ""non_private"", ""basis"": ""entity_name_is_an_organization"", ""non_private_cues"": [""org:name_shape""], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": false}, ""human_review"": false, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}",[p.192] Expansion of the population-mileage formula will encourage urban sprawl.,192,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[10],"{""name"": ""Local and Short Haul Carriers National Conference"", ""bucket"": ""public_commenters"", ""kind"": ""organization"", ""affiliation"": null, ""stance"": ""oppose"", ""capacity"": {""capacity"": ""non_private"", ""basis"": ""entity_name_is_an_organization"", ""non_private_cues"": [""org:name_shape""], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": false}, ""human_review"": false, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}",[p.193] On the issue of urban sprawl the Commission makes flatly contradictory statements concerning the effects of the population/ mileage formula,193,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.public_commenters[11],"{""name"": ""Puget Sound"", ""bucket"": ""public_commenters"", ""kind"": ""organization"", ""affiliation"": null, ""stance"": ""oppose"", ""capacity"": {""capacity"": ""private"", ""basis"": ""no_institutional_identification_in_cited_passage"", ""non_private_cues"": [], ""private_cues"": [], ""name_located_in_passage"": true, ""requires_human_review"": true}, ""human_review"": true, ""heading"": ""VII. Comments Received in Response to the Draft Environmental Impact Statement"", ""heading_pages"": ""192-199""}",[p.196] The draft statement does not adequately consider the adverse environmental impact of increased unregulated carrier traffic as a result of expansion of commercial zones.,196,yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
key_people.summary,"{""comment_response_present"": true}","[p.192, 193, 195, 196] has indicated a lack of objection to the action, but suggests more information be supplied concerning the air quality impacts of the proposed expansion of commercial zones.","192, 193, 195, 196 (field-level)",yes,HUMAN_REVIEW,,"Three commenters — Lakeville Motor Express, A-C Berwick, and Puget Sound — are flagged as capacity=private by the deterministic pipeline. While their names suggest organizational entities (Motor Express, a company that prepared a substitute EIS, and a likely trucking entity), the cited passages do not explicitly identify them with an institutional role. Per policy, private or ambiguous capacity wi; policy_private_individual; private_individual_stance:Lakeville Motor Express, A-C Berwick, Puget Sound; gate_reason=policy_private_individual; gated_to_human=true",composite=0.500,,,,
