# doc_id: p0491_35556036091957
# work_id: csv:35556036091957
# title: Off-road vehicles on public lands, implementation of Executive Order 11644 : environmental impact statement.
# n_commenters: 236
# n_complaints: 273
# n_responses: 22
# grade options: correct|minor_issue|wrong|cant_tell
# stance vocab: in_favor|opposed|conditional|neutral
# kind vocab: individual|official|organization|agency|tribe|government|other
# response_pages: resolved by searching source per-page JSON for the response opening_anchor; '?' means anchor did not match any page.

complainer_id,entity,kind,role,stance,stance_confidence,comment_pages_from,comment_pages_to,comment_pages_all,n_complaints,responded,response_ids,response_pages,response_agency,needs_human_review,human_review_reasons,your_grade,your_notes
p0491_35556036091957_K178,Richard Spotts,individual,"President, Montebello Ecology Council",opposed,high,281,281,281,1,N,,,,yes,private_individual,,
p0491_35556036091957_K168,Kentucky Program Development Office,agency,Kentucky state agency reviewer,conditional,high,282,282,282,1,N,,,,no,,,
p0491_35556036091957_K169,L. W. True,official,"Administrator, Kentucky Program Development Office",conditional,high,282,282,282,1,N,,,,no,,,
p0491_35556036091957_K147,"Acting Deputy Director, Bureau of Sport Fisheries and Wildlife",official,"Acting Deputy Director, Bureau of Sport Fisheries and Wildlife",conditional,high,284,284,284,1,N,,,,no,,,
p0491_35556036091957_K150,Bureau of Sport Fisheries and Wildlife,agency,"Federal agency reviewer, U.S. Fish and Wildlife Service",conditional,high,284,284,284,1,N,,,,no,,,
p0491_35556036091957_K154,Continental Telephone Corporation,organization,Private utility company commenter,conditional,high,287,287,287,1,N,,,,no,,,
p0491_35556036091957_K191,William Friedman,official,"Vice President — Governmental Relations, Continental Telephone Corporation",conditional,high,287,287,287,1,N,,,,no,,,
p0491_35556036091957_K145,A. A. Hunzicker,official,"Executive Vice-President, International Association of Geophysical Contractors",conditional,high,289,289,289,1,N,,,,no,,,
p0491_35556036091957_K177,Ohio Department of Natural Resources,agency,Ohio state agency reviewer,conditional,high,290,290,290,1,N,,,,no,,,
p0491_35556036091957_K190,William B. Nye,official,"Director, Ohio Department of Natural Resources",conditional,high,290,290,290,1,N,,,,no,,,
p0491_35556036091957_K206,Harry R. Woodward,official,"Director, Division of Wildlife, Denver, Colorado",conditional,high,292,292,292,1,N,,,,no,,,
p0491_35556036091957_K207,Henry N. Barkhausen,official,"Director, Illinois Department of Conservation",conditional,high,296,306,"296,297,298,299,300,301,302,303,304,305,306",2,N,,,,no,,,
p0491_35556036091957_K194,Conservation Foundation,organization,"conservation organization, referenced commenter",neutral,low,297,297,297,1,N,,,,yes,low_stance_confidence,,
p0491_35556036091957_K208,Illinois Department of Conservation,agency,"state agency, commenter",opposed,high,299,299,299,1,N,,,,no,,,
p0491_35556036091957_K212,Lee W. Moses,official,"Director, Recreation Vehicle Division, Trailer Coach Association",in_favor,high,302,302,302,1,N,,,,no,,,
p0491_35556036091957_K224,Trailer Coach Association,organization,"industry association, commenter",in_favor,high,302,302,302,1,N,,,,no,,,
p0491_35556036091957_K218,Outdoor Nation,organization,"recreation advocacy organization, referenced commenter",in_favor,medium,303,303,303,1,N,,,,no,,,
p0491_35556036091957_K225,U.S. Chamber of Commerce,organization,"business association, referenced commenter",opposed,medium,304,304,304,1,N,,,,no,,,
p0491_35556036091957_K193,Bryan W. Rowder,official,"Manager, Bruneau Dunes State Park, Idaho Department of Parks",conditional,high,307,307,307,1,N,,,,no,,,
p0491_35556036091957_K201,Florida Department of Natural Resources,agency,"state agency, commenter",in_favor,medium,308,308,308,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K202,"Florida Department of State - Division of Archives, History, and Records Management",agency,"state agency, commenter",neutral,medium,308,308,308,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K203,Florida Department of Transportation - Division of Transportation Planning and Programming,agency,"state agency, commenter",neutral,medium,308,308,308,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K217,New Mexico State Planning Office,agency,"state agency, commenter",conditional,high,308,308,308,1,N,,,,no,,,
p0491_35556036091957_K220,Randolph Hodges,official,"Executive Director, Florida Department of Natural Resources",in_favor,medium,308,308,308,1,N,,,,yes,quote_not_verbatim,,
p0491_35556036091957_K211,Ladd S. Gordon,official,"Director, New Mexico Department of Game and Fish",conditional,high,309,309,309,1,N,,,,no,,,
p0491_35556036091957_K215,New Mexico Department of Game and Fish,agency,"state agency, commenter",conditional,high,309,309,309,1,N,,,,no,,,
p0491_35556036091957_K216,New Mexico State Park and Recreation Commission,agency,"state agency, regulator",neutral,medium,311,311,311,1,N,,,,no,,,
p0491_35556036091957_K197,Doyle Conner,official,"Commissioner of Agriculture, Florida Department of Agriculture and Consumer Services",neutral,medium,312,312,312,1,Y,p0491_35556036091957_R020,312,other,no,,,
p0491_35556036091957_K198,Florida Department of Agriculture and Consumer Services,agency,"state agency, commenter",in_favor,medium,312,312,312,2,N,,,,no,,,
p0491_35556036091957_K200,Florida Department of Legal Affairs,agency,"state agency, commenter",conditional,high,312,322,"312,313,314,315,316,317,318,319,320,321,322",2,Y,p0491_35556036091957_R021,313,Florida Division of State Planning / Bureau of Intergovernmental Relations,no,,,
p0491_35556036091957_K196,Don L. Spicer,official,"Chief, Bureau of Intergovernmental Relations, Florida Division of State Planning",opposed,high,313,313,313,1,N,,,,no,,,
p0491_35556036091957_K199,Florida Department of Community Affairs,agency,"state agency, commenter",conditional,high,314,314,314,2,N,,,,no,,,
p0491_35556036091957_K219,R. Charles Shepherd,official,"Director, Division of Technical Assistance, Florida Department of Community Affairs",conditional,high,314,314,314,1,N,,,,no,,,
p0491_35556036091957_K213,M. Athalie Range,official,"Secretary, Florida Department of Community Affairs",conditional,medium,315,315,315,2,Y,p0491_35556036091957_R022,312,"Bureau of Intergovernmental Relations, Florida Department of Administration",no,,,
p0491_35556036091957_K222,Robert L. Shevin,official,"Attorney General, State of Florida",opposed,high,318,318,318,1,N,,,,no,,,
p0491_35556036091957_K192,Board of Trustees of the Internal Improvement Trust Fund,agency,"state agency, commenter",in_favor,high,321,321,321,1,N,,,,no,,,
p0491_35556036091957_K209,Joel Kuperberg,official,"Executive Director, Board of Trustees of the Internal Improvement Trust Fund, Florida",in_favor,high,321,321,321,1,N,,,,no,,,
p0491_35556036091957_K204,Florida Game and Fresh Water Fish Commission,agency,"state agency, commenter",opposed,high,322,322,322,1,N,,,,no,,,
p0491_35556036091957_K205,H. E. Wallace,official,"Assistant Director, Florida Game and Fresh Water Fish Commission",opposed,high,322,322,322,1,N,,,,no,,,
p0491_35556036091957_K195,David H. Scott,official,"Director, Division of Planning, Florida Department of Transportation",in_favor,high,324,324,324,1,N,,,,no,,,
p0491_35556036091957_K223,Robert Williams,official,"Director, Division of Archives, History, and Records Management, Florida Department of State",conditional,high,325,325,325,1,N,,,,no,,,
p0491_35556036091957_K221,Ray G. L'Amoreaux,official,"Director, Division of Transportation Planning and Programming, Florida Department of Transportation",in_favor,high,326,326,326,2,N,,,,no,,,
p0491_35556036091957_K210,Kessler R. Cannon,official,"Assistant to the Governor for Natural Resources, Oregon",neutral,high,330,330,330,1,N,,,,no,,,
p0491_35556036091957_K214,National Park Service,agency,"federal agency, commenter",conditional,high,333,333,333,1,N,,,,no,,,
p0491_35556036091957_K228,Environmental Protection Agency,agency,Federal agency reviewing draft EIS (second letter),conditional,high,337,355,"337,355",2,N,,,,no,,,
p0491_35556036091957_K236,Sheldon Meyers,official,"Director, Office of Federal Activities, EPA",conditional,high,337,337,337,1,N,,,,no,,,
p0491_35556036091957_K235,ROGER A. DEAN,individual,"commenter, Albuquerque NM resident",conditional,high,338,338,338,1,N,,,,yes,private_individual,,
p0491_35556036091957_K226,Antje B. Weaver,individual,commenter,conditional,high,339,339,339,1,N,,,,yes,private_individual,,
p0491_35556036091957_K229,"FEDERATED CONSERVATIONISTS OF WESTCHESTER COUNTY, INC.",organization,"environmental organization, commenter",opposed,high,340,340,340,1,N,,,,no,,,
p0491_35556036091957_K233,Mrs. David C. Lonaldson,official,"President, Federated Conservationists of Westchester County, Inc.",opposed,high,340,340,340,1,N,,,,no,,,
p0491_35556036091957_K232,"Motor Vehicle Manufacturers Association of the United States, Inc.",organization,"trade association, commenter",conditional,high,341,341,341,1,N,,,,no,,,
p0491_35556036091957_K231,Motor Vehicle Manufacturers Association,organization,"trade association, commenter",conditional,high,342,342,342,1,N,,,,no,,,
p0491_35556036091957_K227,David Tillotson,individual,"President, Milwaukee Audubon Society",opposed,high,345,345,345,2,N,,,,yes,private_individual,,
p0491_35556036091957_K230,Milwaukee Audubon Society,organization,"conservation organization, commenter",opposed,high,345,345,345,2,N,,,,no,,,
p0491_35556036091957_K234,R. H. Schif,individual,"commenter, Glenwood Springs CO resident",opposed,high,353,353,353,1,N,,,,yes,private_individual,,
p0491_35556036091957_K003,American Motorcycle Association,organization,ORV user group commenter,conditional,low,26,49,"26,49",1,N,,,,yes,low_stance_confidence;no_complaints,,
p0491_35556036091957_K007,Bureau of Outdoor Recreation,agency,Preparer of Final Environmental Statement,neutral,low,1,1,1,1,N,,,,yes,low_stance_confidence;no_complaints,,
p0491_35556036091957_K080,National Wildlife Federation,organization,"conservation organization, cited by NORA",opposed,low,97,97,97,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
p0491_35556036091957_K086,"State Intergovernmental Clearinghouse, North Dakota",agency,"state clearinghouse, commenter",neutral,low,97,97,97,1,N,,,,yes,quote_not_verbatim;low_stance_confidence;no_complaints,,
